human_pop_density_log10,croplands_all_categories,managed_pasture_and_rangeland,precipitation_inFall,precipitation_spring,precipitation_summer,precipitation_winter,primary_forest_areas,primary_non.forest_areas,secondary_forest_areas,secondary_non.forest_areas,relative_humidity_inFall,relative_humidity_spring,relative_humidity_summer,relative_humidity_winter,temperature_inFall,temperature_spring,temperature_summer,temperature_winter
1.0779016463003,0.290916249101061,4.11117963319247,1.40423216794145,6.88072903239061,21.3792187459581,0.4794422965099,0.0206157536245447,0.702110636728569,4.01223199240287,0.851271323993367,2.71639196434806,1.66429738533345,9.50932690265774,26.2174338072655,1.01988538258285,0.617564738082756,10.7399746063754,6.30527573521102
0.947064953545241,1.78121462993103,3.02919052590659,0.254052575337318,3.56108067074297,1.75771394842971,0.254763643500389,0.0558524828073641,0.0860769749576918,5.99255927275806,0.164762281499541,28.5754115754662,0.415072711511787,15.3536799244746,3.07846083855249,0.473184494255122,0.49387856972438,30.6948051726042,3.0311747539953
1.23584901426183,0.191924930909114,3.89869314743891,2.36687463632601,5.32619777957292,20.3527828861905,0.149174018073331,0.0346385441373966,0.157350870781935,4.32825589594568,1.18038134932388,15.7477142304161,11.8798138189144,11.1274253134715,8.6131867312226,2.30925603779175,1.26182943409443,5.67954785213125,4.15910350899643
1.01814004321659,1.09986803708609,4.29574455351068,1.01192913790159,6.2209772213635,19.4336396399251,0.163627858382593,0.0376552224001701,0.371112797101369,4.26750678671811,0.111531289021823,20.9162280302432,0.4436423462844,1.34981735961925,15.6035468364819,13.6641036247275,0.865993075493849,3.59853858037408,5.52639756014827
0.725871078268183,0.201628245571664,2.74761450156073,0.586807511929172,8.64563755498913,47.5865659229943,1.2159858415449,0.0705172369189861,1.76790612143002,2.09392841084422,0.297945263014247,4.47912355670116,0.433943691232923,2.85005140606852,15.951544660514,4.88859672484246,1.57837121131148,1.35359064125496,2.52437041900899
0.501252765470537,0.24622488038881,6.12972702333627,1.74869817367626,5.57142091013011,12.6602467525537,0.478226168530174,0,0.592650121064603,5.05514924145928,0.992339793736882,19.3720880337446,7.91002132358608,0.935721826108558,31.2519068377146,1.54335673957601,1.47662775534007,1.89013189938691,1.64420975419648
1.96227393819335,0.613756334443585,4.96187553719953,2.42647708501381,5.33903272643341,25.9443725613655,0.165505119883089,0.0210554808508164,0.0490543661927285,4.02377815684523,1.55395471523921,1.76381910718133,0.549438160301675,17.1517114932945,26.2390253425859,0.564865079957033,0.542108989197617,3.44200869619208,2.68588710962957
0.719692005981626,0.248970548555329,5.77356200541476,1.07065986437582,5.58609946693058,12.4519713779662,0.869778256080283,0,1.67457670782121,4.60871322301421,0.775339039036945,4.90795552489011,1.32618204043559,4.62662670647906,14.2970249243333,1.49762907555579,0.535993691575984,35.9835076166048,3.04571792494833
0.531235766603427,0.524426013845615,5.18294914927891,4.78975532214223,3.50312115703209,5.30787415710013,0.992869128526531,0.164652097769,0.208043635688285,5.90261859718852,0.342066472385706,24.8628435317182,0.179372704839739,14.2896536221393,20.5914832976742,0.316401517111633,1.92889086313357,6.0454106145258,4.33633235129717
0.281364728415283,1.15442500451161,3.0670882040986,0.707771075857452,9.21108742030226,19.0646228777704,1.35340095588165,0.036255162582995,0.62545153896859,3.10513582197641,0.773183497853462,12.3595995591535,1.98473792480105,3.93833789745441,36.1352928767556,0.476712744950739,0.488128170899438,3.61187960105241,1.62552493671418
